text,label,url
"Title: Dell confirms breach of test lab platform by World Leaks extortion group [SEP] Content: Update 7/21/25: Added that World Leaks has now leaked some of the stolen data. A newly rebranded extortion gang known as ""World Leaks"" breached one of Dell's product demonstration platforms earlier this month and is now trying to extort the company into paying a ransom. Dell acknowledged the incident to BleepingComputer, confirming that the threat actor had breached its Customer Solution Centers platform, which is used to demonstrate Dell products and solutions to customers. ""A threat actor recently gained access to our Solution Center, an environment designed to demonstrate our products and test proofs-of-concept for Dell's commercial customers,"" Dell told BleepingComputer. ""It is intentionally separated from customer and partner systems, as well as Dell's networks and is not used in the provision of services to Dell customers."" ""Data used in the solution center is primarily synthetic (fake) data, publicly available datasets used solely for product demonstration purposes or Dell scripts, systems data, non-sensitive information and testing outputs. Based on our ongoing investigation, the data obtained by the threat actor is primarily synthetic, publicly available or Dell systems/test data."" While World Leaks likely believe it contains valuable data, as it includes sample medical data and financial information, this data is reportedly entirely fabricated. BleepingComputer has learned that the only legitimate data stolen in the attack is a very outdated contact list. The Dell Customer Solution Centers are partitioned from the rest of Dell's customer-facing network and internal systems, with customers shown multiple warnings not to upload private data to the labs. BleepingComputer asked Dell how the company was breached, but was told it would not share this information as the breach is still under investigation. When asked about the ransom demand, Dell said it had nothing further to share. World Leaks is a rebrand of the H",2,https://www.bleepingcomputer.com/news/security/dell-confirms-breach-of-test-lab-platform-by-world-leaks-extortion-group/
"Title: Sarcoma ransomware claims breach at giant PCB maker Unimicron [SEP] Content: A relatively new ransomware operation named ‘Sarcoma’ has claimed responsibility for an attack against the Unimicron printed circuit boards (PCB) maker in Taiwan. The cybercriminals have published samples of files allegedly stolen from the company’s systems during the attack and threaten to leak everything next week if a ransom is not paid. In a new listing added to Sarcoma’s leak site yesterday, the threat actors claim to be holding 377 GB of SQL files and documents exfiltrated from the Taiwanese company. Unimicron is a public company manufacturing rigid and flexible PCBs, high-density interconnection (HDI) boards, and integrated circuit (IC) carriers. The company is one of the largest PCB manufacturers in the world, with plants and service centers in Taiwan, China, Germany, and Japan. Its products are extensively used in LDC monitors, computers, peripherals, and smartphones. Unimicron disclosed in a bulletin published in the Taiwan Stock Exchange (TWSE) portal that on February 1 it suffered disruption from a ransomware attack. According to the statement, the incident occurred on January 30 and impacted Unimicron Technology (Shenzhen) Corp., its China-based subsidiary. The firm said the impact of the attack is limited, and informed it has engaged an external cyber forensic team to conduct incident analysis and help with implementing defense measures. Unimicron did not confirm a data breach, though. Meanwhile, the samples Sarcoma leaked on its extortion portal appear authentic. BleepingComputer has reached out to Unimicron to ask for an updated statement addressing Sarcoma’s allegations, but a comment wasn’t immediately available. Sarcoma launched its first attacks on October 2024, and quickly grew to one of the most active and prolific ransomware gangs on the same month, claiming 36 victims. In November 2024, cybersecurity specialists at CYFIRMA warned: “Sarcoma ransomware is rapidly becoming a significant threat due to its aggre",2,https://www.bleepingcomputer.com/news/security/sarcoma-ransomware-claims-breach-at-giant-pcb-maker-unimicron/
"Title: Feds Charge Five Men in ‘Scattered Spider’ Roundup [SEP] Content: Federal prosecutors in Los Angeles this week unsealed criminal charges against five men alleged to be members of a hacking group responsible for dozens of cyber intrusions at major U.S. technology companies between 2021 and 2023, includingLastPass,MailChimp,Okta,T-MobileandTwilio. A visual depiction of the attacks by the SMS phishing group known as Scattered Spider, and Oktapus. Image: Amitai Cohen twitter.com/amitaico. The five men, aged 20 to 25, are allegedly members of a hacking conspiracy dubbed “Scattered Spider” and “Oktapus,” which specialized in SMS-based phishing attacks that tricked employees at tech firms into entering their credentials and one-time passcodes at phishing websites. The targeted SMS scams asked employees to click a link and log in at a website that mimicked their employer’s Okta authentication page. Some SMS phishing messages told employees their VPN credentials were expiring and needed to be changed; other phishing messages advised employees about changes to their upcoming work schedule. These attacks leveraged newly-registered domains that often included the name of the targeted company, such astwilio-help[.]comandouryahoo-okta[.]com. The phishing websites were normally kept online for just one or two hours at a time, meaning they were often yanked offline before they could be flagged by anti-phishing and security services. The phishing kits used for these campaigns featured a hidden Telegram instant message bot that forwarded any submitted credentials in real-time. The bot allowed the attackers to use the phished username, password and one-time code to log in as that employee at the real employer website. In August 2022, multiple security firms gained access to the server that was receiving data from that Telegram bot, which on several occasions leaked the Telegram ID and handle of its developer, who used the nickname “Joeleoli.” The Telegram username “Joeleoli” can be seen sandwiched between data submitted by p",1,https://krebsonsecurity.com/2024/11/feds-charge-five-men-in-scattered-spider-roundup/
"Title: Volvo Cars discloses security breach leading to R&D data theft [SEP] Content: Image: Adam Cai Swedish carmaker Volvo Cars has disclosed that unknown attackers have stolen research and development information after hacking some of its servers. ""​Volvo Cars has become aware that one of its file repositories has been illegally accessed by a third party,"" the company revealed today. ""Investigations so far confirm that a limited amount of the company's R&D property has been stolen during the intrusion. Volvo Cars has earlier today concluded, based on information available, that there may be an impact on the company's operation.""​​​​​​ Volvo said it notified relevant authorities after discovering the incident and is now investigating the data theft together with third-party experts. ""The company does not see, with currently available information, that this has an impact on the safety or security of its customers' cars or their personal data,"" Volvo added. While the company did not disclose any other details on the breach, the Snatch gang has already claimed the attack. The extortion group added an entry on their data leak site on November 30 about breaching Volvo Car Corporation's servers and stealing files during the intrusion, together with screenshots of the stolen files as proof. Since then, Snatch has also leaked 35.9 MB of what they claim to be documents stolen from Volvo's servers during the intrusion. The company refused to comment after BleepingComputer reached out to Volvo on December 1 for more details regarding the attack claimed by Snatch. ""Volvo Cars does not comment on speculation about potential cyber security attacks but takes all potential threats to its cyber security and thefts of its property seriously,"" Volvo said. ""Cyber security is an integral part and a top priority of our global development work and operations. Volvo Cars actively participates in and contributes to the international work on standardisation and best practices, and apply industry-accepted recommendations on cyber security",2,https://www.bleepingcomputer.com/news/security/volvo-cars-discloses-security-breach-leading-to-randd-data-theft/
"Title: UK Ad Campaign Seeks to Deter Cybercrime [SEP] Content: The United Kingdom’s anti-cybercrime agency is running online ads aimed at young people who search the Web for services that enable computer crimes, specifically trojan horse programs and DDoS-for-hire services. The ad campaign follows a similar initiative launched in late 2017 that academics say measurably dampened demand for such services by explaining that their use to harm others is illegal and can land potential customers in jail. For example, search in Google for the terms “booter” or “stresser” from a U.K. Internet address, and there’s a good chance you’ll see a paid ad show up on the first page of results warning that using such services to attack others online is illegal. The ads are being paid for by the U.K.’sNational Crime Agency, which saw success with a related campaign for six months starting in December 2017. A Google ad campaign paid for by the U.K.’s National Crime Agency. NCA Senior ManagerDavid Coxsaid the agency is targeting its ads to U.K. males age 13 to 22 who are searching for booter services or different types of remote access trojans (RATs), as part of an ongoing effort to help steer young men away from cybercrime and toward using their curiosity and skills for good. The ads link to advertorials and to theU.K.’s Cybersecurity Challenge, which tries gamify computer security concepts and highlight potential careers in cybersecurity roles. “The fact is, those standing in front of a classroom teaching children have less information about cybercrime than those they’re trying to teach,” Cox said, noting that the campaign is designed to support so-called “knock-and-talk” visits, where investigators visit the homes of young people who’ve downloaded malware or purchased DDoS-for-hire services to warn them away from such activity. “This is all about showing people there are other paths they can take.” While it may seem obvious to the casual reader that deploying somemalware-as-a-serviceor using abooterto knock someone or something off",0,https://krebsonsecurity.com/2020/05/uk-ad-campaign-seeks-to-deter-cybercrime/
"Title: Lawmakers Demand Answers as CISA Tries to Contain Data Leak [SEP] Content: Lawmakers in both houses of Congress are demanding answers from the U.S. Cybersecurity & Infrastructure Security Agency (CISA) after KrebsOnSecurity reported this week that a CISA contractor intentionally published AWS GovCloud keys and a vast trove of other agency secrets on a public GitHub account. The inquiry comes as CISA is still struggling to contain the breach and invalidate the leaked credentials. On May 18, KrebsOnSecurity reported that a CISA contractor with administrative access to the agency’s code development platform had created a public GitHub profile called “Private-CISA” that included plaintext credentials to dozens of internal CISA systems. Experts who reviewed the exposed secrets said the commit logs for the code repository showed the CISA contractor disabled GitHub’s built-in protection against publishing sensitive credentials in public repos. CISA acknowledged the leak but has not responded to questions about the duration of the data exposure. However, experts who reviewed the now-defunct Private-CISA archive said it was originally created in November 2025, and that it exhibits a pattern consistent with an individual operator using the repository as a working scratchpad or synchronization mechanism rather than a curated project repository. In a written statement, CISA said “there is no indication that any sensitive data was compromised as a result of the incident.” But in a May 19 a letter (PDF) to CISA’s Acting Director Nick Andersen, Sen. Maggie Hassan (D-NH) said the credential leak raises serious questions about how such a security lapse could occur at the very agency charged with helping to prevent cyber breaches. “This reporting raises serious concerns regarding CISA’s internal policies and procedures at a time of significant cybersecurity threats against U.S. critical infrastructure,” Sen. Hassan wrote. A May 19 letter from Sen. Margaret Hassan (D-NH) to the acting director of CISA demanded answers to a d",2,https://krebsonsecurity.com/2026/05/lawmakers-demand-answers-as-cisa-tries-to-contain-data-leak/
"Title: Mexican Politician Removed Over Alleged Ties to Romanian ATM Skimmer Gang [SEP] Content: The leader of Mexico’s Green Party has been removed from office following allegations that he received money from a Romanian ATM skimmer gang that stole hundreds of millions of dollars from tourists visiting Mexico’s top tourist destinations over the past five years. The scandal is the latest fallout stemming from a three-part investigation into the organized crime group by KrebsOnSecurity in 2015. One of the Bluetooth-enabled PIN pads pulled from a compromised ATM in Mexico. The two components on the left are legitimate parts of the machine. The fake PIN pad made to be slipped under the legit PIN pad on the machine, is the orange component, top right. The Bluetooth and data storage chips are in the middle. Jose de la Peña Ruiz de Chávez, who leads the Green Ecologist Party of Mexico (PVEM), wasdismissed this monthafter it was revealed that his were among 79 bank accounts seized as part of an ongoing law enforcement investigation into a Romanian organized crime group that owned and operated an ATM network throughout the country. In 2015, KrebsOnSecurity traveled to Mexico’s Yucatan Peninsula to follow up on reports abouta massive spike in ATM skimming activitythat appeared centered around some of the nation’s primary tourist areas. Thatthree-partseriesconcludedthatIntacash, an ATM provider owned and operated by a group of Romanian citizens, had been paying technicians working for other ATM companies to install sophisticated Bluetooth-based skimming devices inside cash machines throughout the Quintana Roo region of Mexico, which includes Cancun, Cozumel, Playa del Carmen and Tulum. Unlike most skimmers — which can be detected by looking for out-of-place components attached to the exterior of a compromised cash machine — these skimmers were hooked to the internal electronics of ATMs operated by Intacash’s competitors by authorized personnel who’d reportedly been bribed or coerced by the gang. But because the skimmers wer",1,https://krebsonsecurity.com/2021/02/mexican-politician-removed-over-alleged-ties-to-romanian-atm-skimmer-gang/
"Title: Data breach at dealership software provider impacts 766k clients [SEP] Content: A ransomware attack at Motility Software Solutions, a provider of dealer management software (DMS), has exposed the sensitive data of 766,000 customers. Motility (formerly known as Systems 2000/Sys2K) is a provider of DMS software used by 7,000 dealerships (automotive, powersports, marine, heavy-duty, and RV retail) across the United States. Its products cover customer relationship management (CRM), inventory management, sales, accounting, financials, service operations, rental and fleet tracking, as well as mobile or web access to control dashboards. According to a notification shared with the Office of the Maine Attorney General, Motility suffered cyberattack on August 19, where hackers encrypted some of their systems after stealing files containing personal data. “On or about August 19, 2025, we detected unusual activity within certain computer servers that support our business operations,” reads the notification sent to impacted individuals. “An investigation determined that an unauthorized actor deployed malware that encrypted a portion of our systems."" The company says that the malware restricted access to internal data and forensic evidence indicates that the attacker ""may have removed limited files containing customers’ personal data.” The data types exposed vary per individual, and may contain the following items: The company conducted a thorough investigation, implemented additional security measures, and restored impacted systems from backups. It is unclear if Motility engaged with the threat actors but the company established dark web monitoring systems to detect if the stolen data emerges on undergound forums. Motility underlines that it has no evidence that the stolen information has been misused yet, but urges impacted individuals to take protective actions and increase their vigilance. On that front, the company provides a year of free identity monitoring services through LifeLock, giving notification recipients",2,https://www.bleepingcomputer.com/news/security/data-breach-at-dealership-software-provider-impacts-766k-clients/
"Title: Healthcare software provider data breach impacts 2.7 million [SEP] Content: ESO Solutions, a provider of software products for healthcare organizations and fire departments, disclosed that data belonging to 2.7 million patients has been compromised as a result of a ransomware attack. According to the notification, the intrusion occurred on September 28 and resulted in data being exfiltrated before the hackers encrypted a number of company systems. During the investigation of the incident, ESO Solutions discovered that the attackers accessed one machine that contained sensitive personal data. On October 23, the company determined that the data breach caused by the ransomware attack impacted patients associated with its customers, including hospitals and clinics in the U.S. The type of data exposed includes the following: The exact types of data exposed vary per individual, depending on the details the patients provided to the healthcare organizations using ESO’s software and the care services they received. The software vendor has informed the FBI and state authorities of the incident. All impacted customers were notified on December 12, and some of the affected hospitals started sending notices of a breach to their patients in the days that followed. “At this time, we do not have evidence that your information has been misused,” reads the notification to impacted patients. To mitigate the risk of the data breach, ESO offers 12 months of identity monitoring service coverage through Kroll to all notice recipients. As of writing, the following healthcare providers are confirmed as impacted by the ransomware attack at ESO: From what BleepingComputer could find, no ransomware have taken responsibility for the ESO attack. Unfortunately, these supply-chain breaches have become all too common in the healthcare space, impacting patient data safety and threatening the operational and financial stability of medical institutions. AI chained four zero-days into one exploit that bypassed both renderer and OS sandboxes. ",2,https://www.bleepingcomputer.com/news/security/healthcare-software-provider-data-breach-impacts-27-million/
"Title: Interlock ransomware claims Kettering Health breach, leaks stolen data [SEP] Content: The Interlock ransomware gang has claimed a recent cyberattack on the Kettering Health healthcare network and leaked data allegedly stolen from breached systems. Kettering Health employs over 15,000 people, including more than 1,800 physicians, and it manages 14 medical centers and over 120 outpatient facilities in western Ohio. The nonprofit organization disclosed a cyberattack on May 20 that triggered an outage affecting its call center and some patient care systems, leaving staff without access to computerized charting systems and forcing care teams back to pen and paper. The incident also led to canceled elective inpatient and outpatient procedures, while emergency rooms and clinics remained open and continued seeing patients. On Monday, Kettering Health issued an update saying it restored access to its electronic health record (EHR) system, with additional work being needed to bring back online the MyChart medical record application system for patients and call centers at affected facilities and practices. Until phone systems are restored, Kettering Health provides a temporary phone line staffed by registered nurses for patients with urgent clinical questions. While the healthcare network has yet to attribute the breach to a specific threat group, the Interlock ransomware operation claimed responsibility for the attack this week and published samples of allegedly stolen data, confirming previous reporting that Interlock was likely behind the attack. ​The ransomware group claims they stole 941 GB of data, including over 20,000 folders containing 732,489 documents with sensitive information. This data allegedly includes bank reports, payroll information, patients' data, pharmacy and blood bank documents, Kettering Health police personnel files, and scans of identity documents, including passports. Interlock is a newer ransomware operation that surfaced in September 2024 and has claimed responsibility for dozens of vict",2,https://www.bleepingcomputer.com/news/security/interlock-ransomware-claims-kettering-health-breach-leaks-stolen-data/
